personId|maxDate
2199023323088|1333670400000
2199023315215|1339372800000
10995116339025|1341100800000
2199023291210|1336348800000
8796093065166|1340582400000
6597069777273|1339027200000
24189255870841|1332720000000
15393162840820|1337731200000
30786325606761|1334016000000
28587302340029|1339891200000
2199023268726|1339113600000
24189255821919|1326844800000
13194139551449|1335916800000
2199023306462|1337299200000
8796093047542|1336348800000
6597069773595|1322697600000
8796093088741|1339372800000
13194139562787|1328140800000
24189255841312|1329350400000
26388279107154|1325808000000
2199023263826|1337904000000
10995116350491|1328400000000
24189255811776|1333929600000
30786325580460|1331683200000
26388279101003|1335225600000
26388279087048|1323475200000
23598|1339113600000
17592186057426|1328313600000
10995116345809|1324425600000
24189255826239|1336348800000
19791209358335|1342224000000
17592186099997|1340755200000
6597069828978|1341100800000
2199023321388|1334275200000
6597069824791|1333324800000
2199023287098|1341446400000
24189255823671|1325376000000
6597069815298|1339632000000
28587302373011|1339632000000
2199023279222|1337990400000
28587302372946|1342569600000
19791209339332|1339804800000
21990232593013|1340236800000
17592186093608|1341100800000
30786325607564|1337385600000
24189255818088|1335398400000
26388279073751|1335830400000
48694|1342137600000
13194139580446|1339718400000
4398046555090|1323475200000
19791209306502|1340150400000
19791209356948|1336262400000
10995116349392|1339804800000
24189255865845|1340323200000
19791209357921|1324598400000
19791209344354|1342051200000
26388279128402|1342224000000
8796093045836|1327104000000
26388279124125|1329696000000
28587302364119|1324252800000
26388279115610|1339200000000
19791209332309|1342137600000
32985348852787|1331251200000
19791209322451|1328140800000
30786325637062|1337731200000
13194139586494|1333238400000
28587302379716|1323388800000
26388279069203|1337472000000
15393162794868|1341273600000
21990232582284|1333756800000
17592186098863|1330128000000
24189255859116|1340582400000
6597069809706|1341532800000
19791209352525|1330819200000
21990232603912|1342224000000
8796093032246|1325894400000
13194139558922|1342396800000
30786325599523|1343260800000
2199023258902|1342137600000
21990232565190|1339200000000
28587302363802|1338595200000
21990232608090|1339459200000
13194139602645|1327104000000
26388279089258|1337904000000
21990232592445|1323388800000
6597069824802|1331424000000
2199023302385|1329782400000
2199023294188|1342137600000
4398046554053|1339632000000
24189255862212|1339113600000
26388279115638|1342224000000
19791209335403|1343347200000
32985348882167|1334275200000
21990232598448|1324166400000
19791209319374|1337126400000
21990232585085|1341187200000
15393162815025|1346025600000
32985348897526|1345507200000
15393162820545|1336521600000
17592186068321|1324252800000
2199023291155|1342310400000
8796093075150|1332028800000
19791209341201|1336435200000
24189255839282|1340409600000
32985348888734|1342915200000
15393162840347|1331164800000
21990232578613|1333670400000
13194139603737|1337644800000
14383|1342310400000
28587302345584|1333324800000
32985348857209|1343952000000
30786325608565|1340755200000
21990232605498|1330992000000
8796093049952|1343174400000
21990232604834|1338076800000
54898|1323993600000
19292|1331942400000
34075|1331856000000
24189255840260|1344297600000
26388279079964|1329609600000
10995116342274|1343952000000
23148|1323475200000
17592186045229|1340755200000
21990232625310|1343174400000
6597069796584|1308268800000
15393162837654|1342915200000
21990232627818|1338508800000
8796093061997|1344384000000
10995116309631|1337731200000
17768|1344470400000
27788|1342656000000
21990232608178|1338508800000
4398046555174|1340323200000
26388279096205|1341532800000
17592186053621|1339286400000
24189255870238|1344988800000
24189255857014|1342224000000
28587302327745|1343779200000
13194139586146|1328572800000
30786325648338|1331769600000
4398046567279|1322006400000
26388279106599|1344038400000
15393162806389|1341619200000
28587302381136|1334102400000
24189255875070|1322956800000
6597069837829|1345852800000
19791209361861|1342915200000
13194139556147|1344643200000
32985348882736|1331164800000
4398046522873|1344902400000
10995116335468|1332201600000
21990232609154|1345939200000
32985348860728|1321574400000
3716|1341964800000
19791209354631|1331683200000
24189255835043|1341100800000
4398046571387|1339372800000
24189255868785|1343952000000
8796093024620|1317081600000
4398046557502|1334361600000
19791209369128|1346457600000
4398046563711|1334361600000
30786325642329|1343952000000
8796093043305|1334620800000
19791209345555|1345075200000
10995116294307|1343865600000
8796093089006|1339459200000
26388279090267|1343865600000
10995116307039|1346025600000
8796093023577|1332806400000
19791209365873|1335484800000
18790|1343088000000
32985348872292|1341792000000
24189255819527|1320105600000
32985348904631|1345420800000
32985348879378|1332806400000
24189255828588|1349568000000
30786325645219|1349049600000
21990232602252|1339545600000
10995116295729|1330560000000
10995116347981|1332547200000
32985348840473|1345334400000
36427|1339113600000
23214|1333324800000
32985348899361|1346630400000
21990232577588|1345075200000
24189255850183|1346457600000
21990232568406|1344124800000
17592186045891|1346457600000
15393162813753|1349308800000
4398046527156|1343347200000
30786325621301|1332720000000
69995|1333670400000
10995116281470|1347926400000
8796093055516|1346803200000
6597069777797|1345852800000
59757|1348272000000
19138|1348704000000
15393162859647|1341360000000
24189255827480|1333238400000
32985348865015|1342828800000
21990232568885|1345334400000
24189255864707|1346803200000
19450|1345593600000
26388279081263|1346544000000
26388279077714|1349740800000
19791209300504|1346889600000
32985348863883|1339459200000
4398046512486|1334534400000
37019|1344729600000
15393162856124|1350777600000
6597069820074|1346889600000
15393162842151|1341187200000
6597069796940|1342656000000
10995116346254|1344038400000
32985348860538|1343174400000
30786325616485|1324166400000
38782|1339545600000
10995116291002|1341446400000
2199023294254|1333411200000
51200|1346716800000
15393162802835|1347321600000
26388279096887|1350518400000
15393162803787|1345593600000
6597069799083|1345593600000
15393162818363|1350518400000
32985348844875|1344038400000
21990232594931|1339027200000
17592186077945|1348012800000
13265|1334793600000
17592186093106|1346630400000
26388279126249|1330214400000
24189255868578|1354060800000
32985348860977|1341100800000
13194139573152|1341878400000
15393162801775|1348531200000
17592186077973|1330560000000
6597069769095|1350432000000
4398046542762|1337644800000
15393162843653|1354060800000
24189255821585|1336608000000
17592186084939|1345334400000
28587302322524|1334620800000
8796093062413|1349481600000
2199023292491|1351036800000
26388279069885|1349222400000
8796093081448|1333324800000
15393162803227|1349654400000
32768|1336348800000
19791209345540|1344556800000
13194139577378|1350172800000
30786325587701|1343865600000
6597069819439|1354060800000
21990232598312|1347840000000
6597069817490|1336176000000
17592186075955|1331856000000
17592186048504|1339718400000
28587302325292|1337558400000
15393162816434|1342656000000
30786325580763|1327363200000
24189255855817|1346025600000
10995116342765|1334361600000
13194139547249|1345507200000
13194139605745|1349136000000
4398046546798|1349568000000
32985348867288|1352592000000
4398046548869|1354060800000
6597069835955|1354060800000
19791209357612|1350777600000
26388279127298|1324684800000
13194139546393|1330819200000
26388279129617|1340150400000
26388279076963|1354060800000
8796093036783|1350000000000
4398046550500|1348444800000
19791209358937|1354060800000
32985348884083|1354060800000
21990232557886|1345248000000
26388279100590|1351296000000
30786325601976|1354060800000
32985348896834|1340582400000
26388279073552|1354060800000
13194139564117|1340582400000
21990232584644|1354060800000
2199023265924|1351728000000
4398046565463|1339200000000
19791209346631|1354060800000
26388279084310|1323907200000
8796093062073|1344038400000
10995116312683|1354060800000
26388279090450|1347321600000
66541|1351123200000
26388279068083|1350000000000
28587302387421|1354060800000
26388279086110|1336348800000
2199023293678|1354060800000
24189255860745|1354060800000
34453|1336780800000
13194139567431|1354060800000
19791209308413|1354060800000
25906|1348012800000
17592186066681|1354060800000
67297|1347235200000
21990232601628|1352592000000
32985348859366|1354060800000
19791209351432|1337385600000
26388279135127|1335916800000
8796093033621|1354060800000
21990232619336|1341360000000
32985348896275|1345852800000
32985348882554|1346889600000
19791209306662|1337212800000
13194139587450|1329436800000
28587302347185|1354060800000
26388279133875|1337558400000
2199023288416|1354060800000
21990232558091|1329696000000
21990232609744|1350518400000
17592186097269|1344902400000
21990232584379|1343347200000
8796093072902|1354060800000
15393162794266|1354060800000
6597069769317|1344988800000
2199023274018|1330992000000
66218|1354060800000
28587302390708|1341705600000
28587302362514|1354060800000
19791209304149|1354060800000
24189255838795|1354060800000
18503|1332806400000
